"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"acespnut  ","P",01/12/2021 10:55,0,1,1         ,1         ,"",0.0177,<0>  ,0.021,<0>  ,"","","","",0.0105,<0>  ,5.0,<0>  ,
"acespnut  ","P",01/12/2021 10:56,0,1,1         ,2         ,"",0.0172,<0>  ,0.017,<0>  ,"","","","",0.0091,<0>  ,5.2,<0>  ,
"acespnut  ","P",01/26/2021 12:49,0,1,2         ,1         ,"",0.0354,<0>  ,0.036,<0>  ,"","","","",0.0226,<0>  ,3.7,<0>  ,
"acespnut  ","P",01/26/2021 14:53,0,1,2         ,1         ,"",0.015,<0>  ,0.011,<0>  ,"","","","",0.0193,<0>  ,7.7,<0>  ,
"acespnut  ","P",01/26/2021 16:57,0,1,2         ,1         ,"",0.0109,<0>  ,0.01,<0>  ,"","","","",0.0179,<0>  ,7.4,<0>  ,
"acespnut  ","P",01/26/2021 19:01,0,1,2         ,1         ,"",0.0085,<0>  ,0.009,<-4> [SBL] ,"","","","",0.0105,<0>  ,6.0,<0>  ,
"acespnut  ","P",01/26/2021 21:05,0,1,2         ,1         ,"",0.0169,<0>  ,0.021,<0>  ,"","","","",0.0189,<0>  ,5.7,<0>  ,
"acespnut  ","P",01/26/2021 23:09,0,1,2         ,1         ,"",0.0356,<0>  ,0.049,<0>  ,"","","","",0.0211,<0>  ,4.0,<0>  ,
"acespnut  ","P",01/27/2021 1:13,0,1,2         ,1         ,"",0.0454,<0>  ,0.059,<0>  ,"","","","",0.0211,<0>  ,4.0,<0>  ,
"acespnut  ","P",01/27/2021 3:17,0,1,2         ,1         ,"",0.0147,<0>  ,0.016,<0>  ,"","","","",0.0261,<0>  ,7.3,<0>  ,
"acespnut  ","P",01/27/2021 5:21,0,1,2         ,1         ,"",0.0078,<0>  ,0.014,<0>  ,"","","","",0.0069,<0>  ,10.6,<0>  ,
"acespnut  ","P",01/27/2021 7:25,0,1,2         ,1         ,"",0.0062,<0>  ,0.009,<-4> [SBL] ,"","","","",0.0061,<0>  ,6.6,<0>  ,
"acespnut  ","P",01/27/2021 9:29,0,1,2         ,1         ,"",0.0142,<0>  ,0.026,<0>  ,"","","","",0.0112,<0>  ,5.8,<0>  ,
"acespnut  ","P",01/27/2021 11:33,0,1,2         ,1         ,"",0.028,<0>  ,0.048,<0>  ,"","","","",0.0211,<0>  ,11.2,<0>  ,
"acespnut  ","P",01/27/2021 13:37,0,1,2         ,1         ,"",0.042,<0>  ,0.06,<0>  ,"","","","",0.0237,<0>  ,12.9,<0>  ,
"acespnut  ","P",02/09/2021 10:07,0,1,1         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,4.3,<0>  ,
"acespnut  ","P",02/09/2021 10:08,0,1,1         ,2         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,4.7,<0>  ,
"acespnut  ","P",02/09/2021 12:46,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,2.4,<0>  ,
"acespnut  ","P",02/09/2021 14:50,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,5.0,<0>  ,
"acespnut  ","P",02/09/2021 16:54,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,9.5,<0>  ,
"acespnut  ","P",02/09/2021 18:58,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,9.4,<0>  ,
"acespnut  ","P",02/09/2021 21:02,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,4.9,<0>  ,
"acespnut  ","P",02/09/2021 23:06,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,2.6,<0>  ,
"acespnut  ","P",02/10/2021 1:10,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,5.0,<1> (CSM) ,
"acespnut  ","P",02/10/2021 3:14,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,4.4,<0>  ,
"acespnut  ","P",02/10/2021 5:18,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,11.4,<0>  ,
"acespnut  ","P",02/10/2021 7:22,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,9.1,<0>  ,
"acespnut  ","P",02/10/2021 9:26,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,6.5,<0>  ,
"acespnut  ","P",02/10/2021 11:30,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,4.4,<0>  ,
"acespnut  ","P",02/10/2021 13:34,0,1,2         ,1         ,"","",<-2> [GDM] (CSM) ,"",<-2> [GDM] (CSM) ,"","","","","",<-2> [GDM] (CSM) ,2.8,<0>  ,
"acespnut  ","P",03/24/2021 7:48,0,1,1         ,1         ,"",0.0114,<0>  ,0.021,<0>  ,"","","","",0.0168,<1> [SRD] (CSM) ,5.0,<0>  ,
"acespnut  ","P",03/24/2021 7:49,0,1,1         ,2         ,"",0.0109,<0>  ,0.019,<0>  ,"","","","",0.0089,<1> [SRD] (CSM) ,5.7,<0>  ,
"acespnut  ","P",03/24/2021 10:48,0,1,2         ,1         ,"",0.0191,<0>  ,0.036,<0>  ,"","","","",0.0095,<0>  ,2.9,<0>  ,
"acespnut  ","P",03/24/2021 12:52,0,1,2         ,1         ,"",0.008,<0>  ,0.011,<0>  ,"","","","",0.0068,<0>  ,9.2,<0>  ,
"acespnut  ","P",03/24/2021 14:56,0,1,2         ,1         ,"",0.0035,<0>  ,0.009,<-4> [SBL] ,"","","","",0.0051,<0>  ,9.2,<0>  ,
"acespnut  ","P",03/24/2021 17:00,0,1,2         ,1         ,"",0.0034,<-4> [SBL] ,0.009,<-4> [SBL] ,"","","","",0.0037,<0>  ,8.4,<0>  ,
"acespnut  ","P",03/24/2021 19:04,0,1,2         ,1         ,"",0.0087,<0>  ,0.015,<0>  ,"","","","",0.0061,<0>  ,6.1,<0>  ,
"acespnut  ","P",03/24/2021 21:08,0,1,2         ,1         ,"",0.0177,<0>  ,0.034,<0>  ,"","","","",0.0073,<0>  ,3.8,<0>  ,
"acespnut  ","P",03/25/2021 1:16,0,1,2         ,1         ,"",0.0075,<0>  ,0.018,<0>  ,"","","","",0.0163,<0>  ,4.1,<0>  ,
"acespnut  ","P",03/25/2021 3:20,0,1,2         ,1         ,"",0.0034,<-4> [SBL] ,0.009,<-4> [SBL] ,"","","","",0.0043,<0>  ,10.6,<0>  ,
"acespnut  ","P",03/25/2021 5:24,0,1,2         ,1         ,"",0.0034,<-4> [SBL] ,0.009,<-4> [SBL] ,"","","","",0.0015,<-4> [SBL] ,7.0,<0>  ,
"acespnut  ","P",03/25/2021 7:28,0,1,2         ,1         ,"",0.0073,<0>  ,0.02,<0>  ,"","","","",0.0048,<0>  ,7.2,<0>  ,
"acespnut  ","P",03/25/2021 9:32,0,1,2         ,1         ,"",0.0173,<0>  ,0.037,<0>  ,"","","","",0.0086,<0>  ,3.5,<0>  ,
"acespnut  ","P",03/25/2021 11:36,0,1,2         ,1         ,"",0.0244,<0>  ,0.05,<0>  ,"","","","",0.0082,<0>  ,3.3,<0>  ,
"acespnut  ","P",03/25/2021 23:12,0,1,2         ,1         ,"",0.0227,<0>  ,0.055,<0>  ,"","","","",0.0081,<0>  ,3.7,<0>  ,
"acespnut  ","P",04/06/2021 7:54,0,1,1         ,1         ,"",0.0215,<0>  ,0.04,<0>  ,"","","","",0.0116,<0>  ,3.2,<0>  ,
